,state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production,Yield
128341,Maharashtra,CHANDRAPUR,2014,Kharif     ,Moong(Green Gram),600,20.45727907,2.04471847,1015.9634,20.84626767,chalky,56.07,0,0,200,0.333333333
128344,Maharashtra,CHANDRAPUR,2014,Kharif     ,Soyabean,126200,21.7269114,2.092854797,1013.933869,21.96229791,peaty,38.25,38.25,38.25,64300,0.509508716
128345,Maharashtra,CHANDRAPUR,2014,Rabi       ,Gram,29100,21.26028152,1.994327596,1013.130137,20.68622793,clay,0,23.184,0,12000,0.412371134
128349,Maharashtra,CHANDRAPUR,2014,Rabi       ,Wheat,24200,21.16384596,2.030531765,1014.636006,20.22986931,loamy,2.1,5.25,2.1,17800,0.73553719
128352,Maharashtra,CHANDRAPUR,2014,Whole Year ,Sugarcane,100,20.13031431,2.008758311,1014.410304,21.35032347,silty,2.8,0,0,9000,90
128429,Maharashtra,DHULE,2000,Kharif     ,Arhar/Tur,6900,21.10018698,2.081750327,1014.651987,21.10081733,silty,1.288,3.22,1.288,2000,0.289855072
128432,Maharashtra,DHULE,2000,Kharif     ,Cotton(lint),65900,20.35373333,1.972659819,1013.054154,20.57608645,chalky,1.325,0,0,32900,0.499241275
128436,Maharashtra,DHULE,2000,Kharif     ,Moong(Green Gram),17900,21.32644065,2.09978441,1013.774824,21.66201767,chalky,32.508,83.076,0,7100,0.396648045
128443,Maharashtra,DHULE,2000,Kharif     ,Soyabean,2200,21.92375907,1.970831299,1013.888343,20.76867257,loamy,7.656,20.416,10.208,1300,0.590909091
128445,Maharashtra,DHULE,2000,Kharif     ,Urad,9300,20.88480155,2.084114045,1013.026685,20.77500278,silty,0,0,0,2900,0.311827957
128446,Maharashtra,DHULE,2000,Rabi       ,Gram,6800,20.22153777,2.08258827,1013.32736,21.29150921,silt,0,0,0,3600,0.529411765
128451,Maharashtra,DHULE,2000,Rabi       ,Wheat,8800,20.51705224,1.999872317,1014.039607,20.76336035,chalky,7.182,18.354,0,8900,1.011363636
128453,Maharashtra,DHULE,2000,Whole Year ,Sugarcane,5300,20.28040889,2.03467437,1013.902157,20.83792655,loamy,8.74,8.74,0,381600,72
128454,Maharashtra,DHULE,2001,Kharif     ,Arhar/Tur,7300,20.08566044,2.020540265,1015.478507,20.93150087,silt,0.615,0.615,0.615,1700,0.232876712
128457,Maharashtra,DHULE,2001,Kharif     ,Cotton(lint),66800,20.52729714,2.043866317,1015.072466,21.29337768,clay,4.53,11.778,11.778,48700,0.729041916
128461,Maharashtra,DHULE,2001,Kharif     ,Moong(Green Gram),18000,20.28325442,1.980243539,1013.891162,21.54132059,loamy,1.501,1.501,1.501,15400,0.855555556
128468,Maharashtra,DHULE,2001,Kharif     ,Soyabean,2300,22.01329929,2.01100399,1014.433062,21.40800378,chalky,49.329,0,0,4300,1.869565217
128470,Maharashtra,DHULE,2001,Kharif     ,Urad,9200,20.14865887,2.002835974,1013.549856,21.03250922,loamy,0.825,0.825,0.825,9700,1.054347826
128471,Maharashtra,DHULE,2001,Rabi       ,Gram,8400,22.04801537,1.984958722,1015.105368,20.43639305,sandy,38.25,38.25,38.25,4600,0.547619048
128479,Maharashtra,DHULE,2001,Rabi       ,Wheat,11300,21.24366268,2.07604491,1014.561883,20.89631995,loamy,1.775,0,0,13400,1.185840708
128482,Maharashtra,DHULE,2001,Whole Year ,Sugarcane,4400,20.76922701,2.04125701,1013.313473,20.85938949,sandy,843.64,0,0,281900,64.06818182
128483,Maharashtra,DHULE,2002,Kharif     ,Arhar/Tur,9200,20.9914227,2.060692758,1014.107752,20.96909501,clay,6.39,16.33,0,2700,0.293478261
128485,Maharashtra,DHULE,2002,Kharif     ,Cotton(lint),66400,21.27782541,2.099310711,1014.983334,21.84362972,clay,8.54,8.54,0,35800,0.539156627
128489,Maharashtra,DHULE,2002,Kharif     ,Moong(Green Gram),21600,21.68734648,1.977028067,1015.56055,20.38317205,loamy,7.36,19.136,19.136,8600,0.398148148
128496,Maharashtra,DHULE,2002,Kharif     ,Soyabean,1500,20.2638835,1.991975897,1014.939089,21.43167745,silty,10.58,10.58,0,2000,1.333333333
128498,Maharashtra,DHULE,2002,Kharif     ,Urad,12700,20.46578724,2.09185314,1014.018438,20.31396007,silt,906.844,0,0,8000,0.62992126
128499,Maharashtra,DHULE,2002,Rabi       ,Gram,11300,20.44093208,2.072821616,1013.033892,20.91035611,clay,6.21,15.87,0,7500,0.663716814
128505,Maharashtra,DHULE,2002,Rabi       ,Wheat,14100,22.03759952,2.07700034,1013.101504,20.07784952,silt,10.09,26.234,26.234,17600,1.24822695
128507,Maharashtra,DHULE,2002,Whole Year ,Sugarcane,4800,21.97693861,2.109458393,1013.495361,21.50552884,silt,5.096,5.096,0,292000,60.83333333
128508,Maharashtra,DHULE,2003,Kharif     ,Arhar/Tur,9500,20.75532548,1.989060615,1015.685282,21.1537962,peaty,0,0,0,3800,0.4
128510,Maharashtra,DHULE,2003,Kharif     ,Cotton(lint),66500,20.79453097,2.059814364,1014.669844,21.3696212,loamy,3.84,4.8,0,90300,1.357894737
128514,Maharashtra,DHULE,2003,Kharif     ,Moong(Green Gram),24500,21.43825324,2.014965483,1014.723352,21.7075315,sandy,916.136,0,0,20400,0.832653061
128521,Maharashtra,DHULE,2003,Kharif     ,Soyabean,1700,20.46485076,2.018095551,1013.179863,20.58152762,peaty,5.64,14.664,14.664,2700,1.588235294
128523,Maharashtra,DHULE,2003,Kharif     ,Urad,11500,21.90694236,2.002577883,1013.03268,21.29564047,silty,7.476,7.476,0,8100,0.704347826
128524,Maharashtra,DHULE,2003,Rabi       ,Gram,14300,21.53740516,2.044882194,1014.873946,20.40303136,chalky,2.1,5.25,2.1,10000,0.699300699
128529,Maharashtra,DHULE,2003,Rabi       ,Wheat,17500,21.3835539,2.090031044,1015.283532,21.90012133,clay,0,0,0,28000,1.6
128535,Maharashtra,DHULE,2003,Whole Year ,Sugarcane,5000,21.54979006,2.070979797,1015.615359,20.95392864,clay,38.25,38.25,38.25,311600,62.32
128537,Maharashtra,DHULE,2004,Kharif     ,Arhar/Tur,9000,20.90226015,2.092771657,1013.478784,20.21225305,loamy,10.24,26.624,26.624,3700,0.411111111
128542,Maharashtra,DHULE,2004,Kharif     ,Moong(Green Gram),22700,22.07918639,2.060806867,1014.461353,20.51730299,silty,2.896,3.62,0,11500,0.50660793
128550,Maharashtra,DHULE,2004,Kharif     ,Urad,8500,20.38383453,2.060902547,1015.223469,21.77616681,silty,3.255,3.255,3.255,3800,0.447058824
128551,Maharashtra,DHULE,2004,Rabi       ,Gram,15700,21.61142556,1.979409203,1014.526455,20.40951831,silt,38.25,38.25,38.25,12300,0.78343949
128558,Maharashtra,DHULE,2004,Rabi       ,Soyabean,1700,21.16350372,2.08897498,1013.12621,20.64886097,silty,3.008,3.76,0,2900,1.705882353
128559,Maharashtra,DHULE,2004,Rabi       ,Wheat,22000,21.40586804,2.039135855,1014.01547,21.75457822,sandy,2.775,0,0,38800,1.763636364
128562,Maharashtra,DHULE,2004,Whole Year ,Cotton(lint),71800,20.5611097,1.974555907,1014.340584,21.55035198,peaty,928.372,0,0,88300,1.229805014
128563,Maharashtra,DHULE,2004,Whole Year ,Sugarcane,3500,20.45638724,2.089907378,1013.90633,21.94812238,chalky,6.93,17.71,0,205700,58.77142857
128564,Maharashtra,DHULE,2005,Kharif     ,Arhar/Tur,8800,21.04262097,2.078930309,1013.579115,21.20767,loamy,52.08,0,0,4500,0.511363636
128567,Maharashtra,DHULE,2005,Kharif     ,Cotton(lint),73300,21.81266966,2.102895107,1014.961635,20.6235705,loamy,38.25,38.25,38.25,74900,1.021828104
128569,Maharashtra,DHULE,2005,Kharif     ,Moong(Green Gram),23900,21.95654447,1.99414326,1015.031705,20.64317891,chalky,3.13,8.138,8.138,13300,0.556485356
128574,Maharashtra,DHULE,2005,Kharif     ,Soyabean,2700,21.23540687,2.108224074,1014.954004,20.54190795,sandy,2.8,3.5,0,2800,1.037037037
128575,Maharashtra,DHULE,2005,Kharif     ,Sugarcane,5700,20.20233412,1.971728367,1013.667094,21.33399507,sandy,2.525,0,0,355000,62.28070175
128577,Maharashtra,DHULE,2005,Kharif     ,Urad,8500,20.50788563,2.032438717,1014.343458,22.01523841,peaty,0,0,0,4600,0.541176471
128578,Maharashtra,DHULE,2005,Rabi       ,Gram,16400,20.88434267,2.102547321,1014.963625,20.55766904,clay,920.828,0,0,9400,0.573170732
128580,Maharashtra,DHULE,2005,Rabi       ,Wheat,22200,21.95671278,1.986713868,1013.557733,21.55299536,peaty,40.908,0,0,35800,1.612612613
128582,Maharashtra,DHULE,2006,Kharif     ,Arhar/Tur,8600,20.85258095,1.989186118,1015.911657,20.70175099,clay,0.975,0.975,0.975,5500,0.639534884
128585,Maharashtra,DHULE,2006,Kharif     ,Cotton(lint),83500,21.56000574,2.055774258,1013.156226,21.71261535,loamy,3.61,9.386,9.386,124000,1.48502994
128589,Maharashtra,DHULE,2006,Kharif     ,Moong(Green Gram),23900,20.20653546,1.978377287,1015.716157,20.24767163,chalky,0,0,0,13800,0.577405858
128594,Maharashtra,DHULE,2006,Kharif     ,Soyabean,3100,21.99048,2.043456537,1015.542065,20.30162211,peaty,890.974,0,0,2700,0.870967742
128596,Maharashtra,DHULE,2006,Kharif     ,Urad,10900,20.58850635,2.04484526,1014.11902,20.8127755,peaty,27.195,0,0,5200,0.47706422
128597,Maharashtra,DHULE,2006,Rabi       ,Gram,23800,20.98185827,2.028214506,1013.113142,21.52666921,peaty,7.46,7.46,0,16300,0.68487395
128600,Maharashtra,DHULE,2006,Rabi       ,Wheat,28000,22.003897,1.972967315,1014.801066,20.88541932,sandy,0,10.368,0,44100,1.575
128603,Maharashtra,DHULE,2007,Kharif     ,Arhar/Tur,97,21.41403943,2.107929872,1013.699176,20.40865527,sandy,3.276,3.276,0,77,0.793814433
128606,Maharashtra,DHULE,2007,Kharif     ,Cotton(lint),1151,20.87419256,2.026508652,1015.741571,21.59818659,clay,0,0,0,2523,2.19200695
128610,Maharashtra,DHULE,2007,Kharif     ,Moong(Green Gram),258,21.48495436,2.063562362,1015.273106,20.50719656,silt,740.002,0,0,135,0.523255814
128614,Maharashtra,DHULE,2007,Kharif     ,Soyabean,54,20.07426513,2.073744171,1013.696988,21.72078284,sandy,5.7,5.7,5.7,80,1.481481481
128616,Maharashtra,DHULE,2007,Kharif     ,Urad,123,20.08914732,2.054620022,1013.731986,21.66289262,loamy,0,36,0,77,0.62601626
128617,Maharashtra,DHULE,2007,Rabi       ,Gram,250,20.61482849,2.011286386,1014.566025,20.85776965,peaty,6.68,17.368,17.368,279,1.116
128621,Maharashtra,DHULE,2007,Rabi       ,Wheat,360,21.39692428,2.014135541,1015.728392,21.2385296,loamy,0,0,0,862,2.394444444
128624,Maharashtra,DHULE,2007,Whole Year ,Sugarcane,128,20.84679912,2.077526395,1014.716171,20.41640038,loamy,0,0,0,8201,64.0703125
128625,Maharashtra,DHULE,2008,Kharif     ,Arhar/Tur,7900,21.66236583,1.986724768,1015.495127,20.63977326,silty,598.552,0,0,3700,0.46835443
128628,Maharashtra,DHULE,2008,Kharif     ,Cotton(lint),110700,21.21365667,1.980985033,1015.909033,22.02582889,silty,8.74,8.74,0,73100,0.66034327
128632,Maharashtra,DHULE,2008,Kharif     ,Moong(Green Gram),17900,22.05647354,2.036132986,1014.810256,21.82982032,sandy,4.53,11.778,11.778,2900,0.162011173
128637,Maharashtra,DHULE,2008,Kharif     ,Soyabean,14600,20.78918883,2.080363613,1014.058629,21.055751,clay,1.728,2.16,0,10600,0.726027397
128638,Maharashtra,DHULE,2008,Kharif     ,Sugarcane,7900,20.04334949,2.098976078,1014.902712,21.60637806,clay,2.65,0,0,442800,56.05063291
128640,Maharashtra,DHULE,2008,Kharif     ,Urad,7600,21.14340357,2.047522928,1013.577726,20.61081874,chalky,0,0,0,1000,0.131578947
128641,Maharashtra,DHULE,2008,Rabi       ,Gram,13100,20.34934414,1.972612806,1015.948929,21.39776646,peaty,834.164,0,0,10400,0.79389313
128644,Maharashtra,DHULE,2008,Rabi       ,Wheat,21300,21.36849709,1.99487635,1015.718795,20.20994399,peaty,6.38,6.38,0,36500,1.713615023
128645,Maharashtra,DHULE,2008,Whole Year ,Sugarcane,7900,20.37443247,2.098819883,1014.559326,21.77537197,sandy,0.825,0.825,0.825,442800,56.05063291
128646,Maharashtra,DHULE,2009,Kharif     ,Arhar/Tur,7200,21.0077019,2.029171087,1015.6591,21.44678146,silt,38.25,38.25,38.25,4300,0.597222222
128649,Maharashtra,DHULE,2009,Kharif     ,Cotton(lint),129300,21.86103932,2.067713467,1013.364734,20.60116363,loamy,22.572,60.192,30.096,197700,1.52900232
128653,Maharashtra,DHULE,2009,Kharif     ,Moong(Green Gram),20300,21.04204558,2.098901521,1013.518674,21.15225574,chalky,1.6,2,0,9700,0.477832512
128657,Maharashtra,DHULE,2009,Kharif     ,Soyabean,19900,21.3628942,2.105061221,1015.450202,21.83166699,silt,843.64,0,0,18600,0.934673367
128658,Maharashtra,DHULE,2009,Kharif     ,Sugarcane,4600,20.89551141,2.085147052,1015.067964,21.89217963,chalky,6.39,16.33,0,350400,76.17391304
128660,Maharashtra,DHULE,2009,Kharif     ,Urad,7800,21.47579218,2.041016509,1013.73203,21.99242002,chalky,8.54,8.54,0,3000,0.384615385
128661,Maharashtra,DHULE,2009,Rabi       ,Gram,20800,22.07325753,1.989673124,1013.24911,20.32157755,silt,2.535,2.535,2.535,21600,1.038461538
128664,Maharashtra,DHULE,2009,Rabi       ,Wheat,28800,21.15098586,2.039367282,1015.892128,20.497094,sandy,7.36,19.136,19.136,59100,2.052083333
128665,Maharashtra,DHULE,2010,Kharif     ,Arhar/Tur,9200,20.52019538,1.977991425,1015.670633,21.93869702,loamy,16.008,42.688,21.344,8200,0.891304348
128668,Maharashtra,DHULE,2010,Kharif     ,Cotton(lint),133100,20.35272548,2.028734964,1014.956692,21.51047055,loamy,0.152,0.152,0.152,335900,2.523666416
128672,Maharashtra,DHULE,2010,Kharif     ,Moong(Green Gram),20600,21.06968264,2.062260347,1015.229684,20.9339907,loamy,0,0,0,20200,0.980582524
128676,Maharashtra,DHULE,2010,Kharif     ,Soyabean,21100,20.77017821,2.066052617,1013.953129,21.28704456,peaty,8.46,8.46,0,47100,2.232227488
128677,Maharashtra,DHULE,2010,Kharif     ,Sugarcane,5300,20.08571018,2.03920212,1015.109876,22.06101504,loamy,1.95,1.95,1.95,442600,83.50943396
128678,Maharashtra,DHULE,2010,Kharif     ,Urad,10200,21.00041205,2.068397069,1015.167491,20.1584549,peaty,38.25,38.25,38.25,9700,0.950980392
128679,Maharashtra,DHULE,2010,Rabi       ,Gram,22600,20.30560175,2.108795116,1013.147501,20.33734579,clay,0,14.128,0,20000,0.884955752
128683,Maharashtra,DHULE,2010,Rabi       ,Wheat,30300,20.15420449,2.029911845,1014.479069,21.61319978,silty,0,0,0,65300,2.155115512
128684,Maharashtra,DHULE,2011,Kharif     ,Arhar/Tur,7500,20.71083595,2.026865634,1015.856861,20.6963186,peaty,0,0,0,4400,0.586666667
128686,Maharashtra,DHULE,2011,Kharif     ,Cotton(lint),156200,20.98362827,2.024866739,1015.112136,21.76820141,chalky,2.775,0,0,270100,1.729193342
128690,Maharashtra,DHULE,2011,Kharif     ,Moong(Green Gram),18100,20.90748496,2.073908167,1014.428152,20.89114819,clay,9.63,24.61,0,7400,0.408839779
128695,Maharashtra,DHULE,2011,Kharif     ,Soyabean,11000,20.80244822,2.088191216,1013.376905,21.52272709,sandy,0,23.184,0,17700,1.609090909
128696,Maharashtra,DHULE,2011,Kharif     ,Urad,5500,20.8477559,2.100871916,1015.943624,22.06937959,loamy,5.64,14.664,14.664,2800,0.509090909
128697,Maharashtra,DHULE,2011,Rabi       ,Gram,25300,21.10036703,1.970640943,1015.646126,20.80006879,sandy,41.7,111.2,55.6,22900,0.90513834
128702,Maharashtra,DHULE,2011,Rabi       ,Wheat,34300,21.23217901,2.003816734,1014.567356,20.02684088,sandy,2.8,0,0,78600,2.29154519
128705,Maharashtra,DHULE,2011,Whole Year ,Sugarcane,5200,21.07134952,2.054594264,1013.362296,20.98799991,sandy,901.37,0,0,359600,69.15384615
128706,Maharashtra,DHULE,2012,Kharif     ,Arhar/Tur,8200,21.17402905,2.042154267,1013.477236,20.35006238,clay,7.704,19.688,0,4000,0.487804878
128709,Maharashtra,DHULE,2012,Kharif     ,Cotton(lint),160500,21.93347271,1.997290879,1014.367004,21.51579156,silt,0.465,0.465,0.465,260200,1.621183801
128713,Maharashtra,DHULE,2012,Kharif     ,Moong(Green Gram),17000,21.39098686,1.98711062,1015.771669,20.39304476,sandy,41.496,110.656,55.328,8600,0.505882353
128718,Maharashtra,DHULE,2012,Kharif     ,Soyabean,11400,20.03175119,2.005519299,1013.731934,20.52799478,silt,3.15,0,0,18300,1.605263158
128719,Maharashtra,DHULE,2012,Kharif     ,Urad,5300,20.17608445,2.050905773,1015.762354,20.46916339,peaty,3.45,3.45,0,2600,0.490566038
128720,Maharashtra,DHULE,2012,Rabi       ,Gram,37000,20.11816422,1.98624687,1015.02225,20.68103343,clay,0,0,0,32300,0.872972973
128724,Maharashtra,DHULE,2012,Rabi       ,Wheat,37500,21.88928681,2.101577602,1014.537877,20.4830107,loamy,7.68,7.68,0,82400,2.197333333
128727,Maharashtra,DHULE,2012,Whole Year ,Sugarcane,5300,21.59530681,2.007379721,1014.697624,20.87793785,peaty,0,28.048,0,434100,81.90566038
128728,Maharashtra,DHULE,2013,Kharif     ,Arhar/Tur,9000,21.97975153,2.067424418,1014.424447,21.78474676,silt,10.5,27.3,27.3,7500,0.833333333
128730,Maharashtra,DHULE,2013,Kharif     ,Cotton(lint),173200,20.20550876,2.018089958,1013.928125,21.48857964,silt,8.008,8.008,0,432700,2.498267898
128734,Maharashtra,DHULE,2013,Kharif     ,Moong(Green Gram),17000,20.95257352,2.064993929,1013.97211,21.20055207,silt,2.775,0,0,7700,0.452941176
128739,Maharashtra,DHULE,2013,Kharif     ,Soyabean,12000,20.41967203,2.027147453,1014.800771,20.96263769,peaty,52.08,0,0,16200,1.35
128741,Maharashtra,DHULE,2013,Kharif     ,Urad,6000,20.73118308,2.045577173,1015.520175,20.12834371,silty,2.16,2.16,2.16,3400,0.566666667
128742,Maharashtra,DHULE,2013,Rabi       ,Gram,42300,21.70524689,2.104638292,1013.56487,21.15395162,clay,38.25,38.25,38.25,53260,1.259101655
128746,Maharashtra,DHULE,2013,Rabi       ,Wheat,47200,21.0220062,1.99935222,1013.495394,21.26173399,loamy,7.588,7.588,0,77500,1.641949153
128749,Maharashtra,DHULE,2013,Whole Year ,Sugarcane,6500,22.01490208,1.982206673,1014.554949,21.30158387,chalky,2.8,3.5,0,536900,82.6
128750,Maharashtra,DHULE,2014,Kharif     ,Arhar/Tur,11600,21.69860247,1.988942252,1015.745517,20.55052763,peaty,2.525,0,0,5200,0.448275862
128753,Maharashtra,DHULE,2014,Kharif     ,Cotton(lint),209900,20.33833647,1.99351547,1013.806764,20.65073043,sandy,920.828,0,0,258200,1.230109576
128757,Maharashtra,DHULE,2014,Kharif     ,Moong(Green Gram),18400,21.60788046,2.10229973,1015.449786,21.34459743,peaty,0.975,0.975,0.975,6500,0.35326087
128762,Maharashtra,DHULE,2014,Kharif     ,Soyabean,15500,20.52307824,2.007924965,1013.280929,20.86511445,silty,4.62,4.62,0,20000,1.290322581
128763,Maharashtra,DHULE,2014,Rabi       ,Gram,22300,21.97223096,2.049074886,1015.499203,21.68078351,loamy,2.422,6.055,2.422,17800,0.798206278
128767,Maharashtra,DHULE,2014,Rabi       ,Wheat,36000,20.80098542,2.045175553,1013.228668,20.03663546,silt,1.771,1.771,0,65700,1.825
128770,Maharashtra,DHULE,2014,Whole Year ,Sugarcane,7000,20.39849907,2.097600357,1013.208859,20.77554208,silt,6.858,17.526,0,438400,62.62857143
128823,Maharashtra,GADCHIROLI,2000,Kharif     ,Arhar/Tur,1600,21.95390415,2.081637505,1013.546415,20.98048584,sandy,2.08,5.408,5.408,1200,0.75
128825,Maharashtra,GADCHIROLI,2000,Kharif     ,Moong(Green Gram),100,21.79618191,1.987907321,1013.389831,21.38232443,loamy,8.876,8.876,0,100,1
128830,Maharashtra,GADCHIROLI,2000,Kharif     ,Soyabean,1800,20.14714661,2.0747144,1013.846383,21.30330145,peaty,2.484,2.484,0,1800,1
128831,Maharashtra,GADCHIROLI,2000,Kharif     ,Urad,100,20.98064937,2.092479967,1013.173436,20.09686973,loamy,0,0,0,100,1
128832,Maharashtra,GADCHIROLI,2000,Rabi       ,Gram,8100,20.30584042,1.998618073,1015.740675,21.75501,loamy,843.64,0,0,4100,0.50617284
128840,Maharashtra,GADCHIROLI,2000,Rabi       ,Wheat,1000,20.57280858,2.022238813,1015.67323,21.65640819,loamy,16.008,42.688,21.344,600,0.6
128842,Maharashtra,GADCHIROLI,2001,Kharif     ,Arhar/Tur,1500,21.92731751,2.107178512,1014.202079,20.50593653,loamy,3.304,8.26,3.304,1600,1.066666667
128844,Maharashtra,GADCHIROLI,2001,Kharif     ,Moong(Green Gram),100,20.43654781,1.978964173,1015.44913,20.3339242,loamy,4,5,0,100,1
128849,Maharashtra,GADCHIROLI,2001,Kharif     ,Soyabean,2200,21.38796444,1.984360062,1015.100268,20.27555828,silty,6.21,15.87,0,2600,1.181818182
128850,Maharashtra,GADCHIROLI,2001,Kharif     ,Urad,100,21.60155684,2.031076816,1015.744332,20.97201026,clay,71.064,0,0,100,1
128851,Maharashtra,GADCHIROLI,2001,Rabi       ,Gram,2300,21.97853032,1.99018298,1015.043002,21.31939103,sandy,8.46,8.46,0,1400,0.608695652
128860,Maharashtra,GADCHIROLI,2001,Rabi       ,Wheat,1000,20.42521939,2.02729717,1014.571558,21.91254071,loamy,3.84,4.8,0,800,0.8
128862,Maharashtra,GADCHIROLI,2002,Kharif     ,Arhar/Tur,1700,20.52639688,2.105076494,1013.00111,20.28299221,chalky,4.531,4.531,0,1500,0.882352941
128863,Maharashtra,GADCHIROLI,2002,Kharif     ,Cotton(lint),400,20.57587382,2.043499713,1013.064041,20.34584247,silty,0,0,0,400,1
128865,Maharashtra,GADCHIROLI,2002,Kharif     ,Moong(Green Gram),200,20.45464662,1.984219681,1014.726766,20.21832506,peaty,9.63,24.61,0,100,0.5
128870,Maharashtra,GADCHIROLI,2002,Kharif     ,Soyabean,2800,20.2705722,2.011125312,1015.952106,21.02222791,chalky,0,23.184,0,2500,0.892857143
128871,Maharashtra,GADCHIROLI,2002,Kharif     ,Urad,100,20.1240836,2.03217472,1013.616053,21.81088272,clay,5.64,14.664,14.664,100,1
128872,Maharashtra,GADCHIROLI,2002,Rabi       ,Gram,2200,22.04894529,1.98730857,1015.436898,21.39317534,sandy,41.7,111.2,55.6,900,0.409090909
128880,Maharashtra,GADCHIROLI,2002,Rabi       ,Wheat,1000,20.63267725,2.028505575,1015.401504,20.85342637,peaty,901.37,0,0,800,0.8
128882,Maharashtra,GADCHIROLI,2003,Kharif     ,Arhar/Tur,2300,21.61027688,2.107920627,1013.905967,21.41506414,silty,50.568,0,0,2200,0.956521739
128883,Maharashtra,GADCHIROLI,2003,Kharif     ,Cotton(lint),100,21.03051363,1.997667527,1015.944882,20.87053953,sandy,8.22,8.22,0,100,1
128885,Maharashtra,GADCHIROLI,2003,Kharif     ,Moong(Green Gram),200,20.19903206,1.972314243,1013.877455,20.40750597,silt,38.25,38.25,38.25,100,0.5
128890,Maharashtra,GADCHIROLI,2003,Kharif     ,Soyabean,2700,21.17913885,2.105250123,1013.14326,21.06612618,peaty,7.504,18.76,7.504,3600,1.333333333
128891,Maharashtra,GADCHIROLI,2003,Kharif     ,Urad,200,21.59957361,2.076407244,1013.525728,21.27542589,silty,0,0,0,100,0.5
128892,Maharashtra,GADCHIROLI,2003,Rabi       ,Gram,2300,22.03736831,1.993379105,1014.585551,20.25188373,sandy,2.896,3.62,0,1000,0.434782609
128899,Maharashtra,GADCHIROLI,2003,Rabi       ,Wheat,900,21.13003154,2.060342932,1013.663079,21.42831117,silty,7.68,7.68,0,600,0.666666667
128905,Maharashtra,GADCHIROLI,2004,Kharif     ,Arhar/Tur,2000,20.95569479,2.053668611,1014.190822,21.10577648,sandy,8.008,8.008,0,1200,0.6
128907,Maharashtra,GADCHIROLI,2004,Kharif     ,Moong(Green Gram),200,21.4974684,2.037069885,1014.894222,20.34760416,peaty,0,0,0,100,0.5
128912,Maharashtra,GADCHIROLI,2004,Kharif     ,Urad,200,21.7129745,2.053582681,1013.662967,20.8117046,peaty,928.372,0,0,100,0.5
128913,Maharashtra,GADCHIROLI,2004,Rabi       ,Gram,2000,21.47045943,2.081816581,1015.05506,21.64906688,silt,6.93,17.71,0,500,0.25
128920,Maharashtra,GADCHIROLI,2004,Rabi       ,Soyabean,3100,21.19207836,2.108990117,1014.395042,21.52835774,silty,38.688,103.168,51.584,3100,1
128921,Maharashtra,GADCHIROLI,2004,Rabi       ,Wheat,600,21.84294719,1.998594044,1014.783003,21.08549477,silty,7.588,7.588,0,300,0.5
128923,Maharashtra,GADCHIROLI,2004,Whole Year ,Cotton(lint),100,20.67144293,2.017696313,1013.956953,21.4145485,clay,0,0,0,100,1
128924,Maharashtra,GADCHIROLI,2005,Kharif     ,Arhar/Tur,2000,20.09577926,2.004026751,1014.534638,21.57228579,clay,2.8,3.5,0,1600,0.8
128925,Maharashtra,GADCHIROLI,2005,Kharif     ,Cotton(lint),100,21.97030611,2.044495512,1013.086382,22.06960424,silty,2.525,0,0,100,1
128926,Maharashtra,GADCHIROLI,2005,Kharif     ,Moong(Green Gram),200,20.74830489,2.059662518,1013.647222,21.67236053,clay,3.91,3.91,0,20,0.1
128929,Maharashtra,GADCHIROLI,2005,Kharif     ,Soyabean,3100,21.22916653,2.079486618,1013.970809,20.02629957,chalky,7.992,20.424,0,1800,0.580645161
128930,Maharashtra,GADCHIROLI,2005,Kharif     ,Urad,200,21.50086745,2.035225293,1013.711212,21.00486787,silt,40.908,0,0,100,0.5
128931,Maharashtra,GADCHIROLI,2005,Rabi       ,Gram,3300,20.14251368,2.058127548,1015.67577,21.04085575,chalky,7.66,7.66,0,1300,0.393939394
128935,Maharashtra,GADCHIROLI,2005,Rabi       ,Wheat,1000,20.22054326,2.060420237,1013.695128,21.58376782,silt,3.61,9.386,9.386,800,0.8
128937,Maharashtra,GADCHIROLI,2006,Kharif     ,Arhar/Tur,2100,21.07767477,2.065264459,1014.60205,21.29365306,sandy,4.62,4.62,0,1200,0.571428571
128938,Maharashtra,GADCHIROLI,2006,Kharif     ,Cotton(lint),200,20.82331037,2.084882055,1013.522302,20.84007642,peaty,2.422,6.055,2.422,300,1.5
128940,Maharashtra,GADCHIROLI,2006,Kharif     ,Moong(Green Gram),100,21.92838242,2.010835018,1015.169719,21.05455832,silty,2.288,2.86,0,100,1
128943,Maharashtra,GADCHIROLI,2006,Kharif     ,Soyabean,3400,20.45590947,2.01771606,1014.170616,21.26966267,sandy,0,0,0,4200,1.235294118
128944,Maharashtra,GADCHIROLI,2006,Kharif     ,Urad,200,20.06163954,1.989009701,1014.909382,21.35978145,sandy,890.974,0,0,100,0.5
128945,Maharashtra,GADCHIROLI,2006,Rabi       ,Gram,3300,21.02682781,2.105176575,1015.115017,21.50232483,chalky,6.858,17.526,0,1500,0.454545455
128951,Maharashtra,GADCHIROLI,2006,Rabi       ,Wheat,1200,20.61432746,2.086132272,1014.329402,21.40563983,sandy,5.3,13.78,13.78,1200,1
128953,Maharashtra,GADCHIROLI,2007,Kharif     ,Arhar/Tur,34,21.10695381,2.060930033,1015.039294,21.56505574,clay,3.276,3.276,0,29,0.852941176
